provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
"107290","1689603870","GENTIVA HEALTH SERVICES (CERTIFIED), INC.","350 CORPORATE WAY STE 250","ORANGE PARK",FL,"320732853",,30.1654707,-81.7016346,"9047313515","00-06",,,,,,,
