provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
"101528","1003872276","AVOW HOSPICE INC","1095 WHIPPOORWILL LN","NAPLES",FL,"341053847",,26.1421976,-81.7942944,"2392614404","00-08",,,,,,,
