provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
,"1750433678","SUNRISE URGENT CARE ASSOCIATES LLC","3444 LITHIA PINECREST ROAD","VALRICO",FL,"335966301",,27.8913023,-82.2428969,"8136439393","12-70",,,,"34819",,,
