provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
"105319","1265427934","SUN CITY CENTER ASSOCIATES LTD LP","105 TRINITY LAKES DR","SUN CITY CENTER",FL,"335735728",,27.7119747,-82.3557344,"8136343324","00-18",,,,,,,
