id,name,address,city,state,zip,phone,type,ownership,emergency,quality,LAT,LON,EBTPU,PCT,PRRP,SIPU,PTSD_DOM,DH,WSDTT,SUPT,WTRP
485,"VISN 8: VA Sunshine Healthcare Network","140 Fountain Parkway, Ste. 600","St. Petersburg",FL,33716,727-575-8069,"VA Facility",Government,no,"Not Available",27.890217,-82.66082,,,,,,,,,
